category,market_slug,event_slug,condition_id,title,resolution,status,open_time,close_time,settlement_ts,volume
Financials,will-godzilla-x-kong-the-new-empire-gross-less-than-45m-opening-weekend,godzilla-x-kong-the-new-empire,0x27964ccae371e5a1b52683a5898636df00040f081bcfc371adea0cf6454441bc,Will 'Godzilla x Kong: The New Empire' gross less than $50m opening weekend?,No,closed,2024-03-25T14:58:04Z,2024-03-31T12:00:00Z,2024-04-02T02:42:51Z,30729.6
Financials,initia-airdrop-by-june-30,airdrops-by-june-30,0x6907bca007592e83e7d3d33012d1eb9ce9837bf6eaf17d28f3c6d69a4b66abd5,Initia airdrop by June 30?,No,closed,2024-03-22T17:47:18Z,2024-06-30T12:00:00Z,2024-07-01T10:18:41Z,50193.2
Financials,btc-above-70000-next-friday,btc-above-70000-next-friday,0x46d4824b2b1eecc15ffebd61132cd27a0795f16c91d01e615190f860531feb7d,"BTC above $70,000 next friday?",No,closed,2024-03-08T22:24:56Z,2024-03-15T00:00:00Z,2024-03-15T18:02:38Z,66903.1
Financials,eth-above-4000-next-friday,eth-above-4000-next-friday,0x096f4013e59798987c5a283d6d4571fd879d8ef5987b759bc05c45ada9c791dd,"ETH above $4,000 next Friday?",No,closed,2024-03-08T22:01:14Z,2024-03-15T00:00:00Z,2024-03-15T18:12:46Z,51273.9
Financials,will-ethereum-hit-4k-today,will-ethereum-hit-4k-today,0xe8b22095476bf95aa3cf4f91436e36e2d4f86320416b796bea70a052f821754e,Will Ethereum hit $4k today?,No,closed,2024-03-07T21:30:22Z,2024-03-07T00:00:00Z,2024-03-08T07:00:55Z,12678.5
Financials,will-wif-hit-5-by-april-30,will-wif-hit-5-by-april-30,0x8a79d7d33e7f43d7a797b04e547ec4fb28fd737f77e2b867df36e2fb0fb8ec95,Will WIF hit $5 by April 30?,No,closed,2024-03-07T19:33:50Z,2024-04-30T00:00:00Z,2024-05-01T06:10:27Z,98920.6
Financials,pepe-listed-on-coinbase-in-march,pepe-listed-on-coinbase-in-march,0xacedb00f27db3bf78feed4de418ba5c2a1c1af1bcbb2def16d3db9df73c556bf,$PEPE listed on Coinbase in March?,No,closed,2024-03-05T23:02:08Z,2024-03-31T00:00:00Z,2024-04-01T06:31:36Z,34297.2
Financials,wif-listed-on-coinbase-in-march,wif-listed-on-coinbase-in-march,0x3cef93e6fc5dc05067a1aa7dba738dd7984a65ffbe28f3bcd4218a8d19a84d24,$WIF listed on Coinbase in March?,No,closed,2024-03-05T22:47:32Z,2024-03-31T00:00:00Z,2024-04-01T06:47:09Z,27608.9
Financials,coinbase-top-25-app-by-friday,coinbase-top-25-app-by-friday,0x11e64ce2aa46798c4a47beef7a039eee9f651c41ba61b8da5d667b8e0cec3c72,Coinbase top 25 app by Friday?,No,closed,2024-03-05T21:10:54Z,2024-03-31T00:00:00Z,2024-03-09T08:02:08Z,17262.8
Financials,bitcoin-new-all-time-high-by-friday,bitcoin-new-all-time-high-by-friday,0x4241a93cce3da0fca2bc94e65ec23f221be9e5b11b01646f51ca794bfe2db850,Bitcoin new all time high by Friday?,Yes,closed,2024-03-05T20:54:17Z,2024-03-08T00:00:00Z,2024-03-08T18:02:09Z,199845
Financials,mog-vs-bitcoin-most-liked-post-today,mog-vs-bitcoin-most-liked-post-today,0xef2fe073a749041abbadcc10c92c61e1d08acf5156f7c4f72094409639d47c3d,MOG vs. BITCOIN - Most Liked Post Today,$BITCOIN,closed,2024-03-05T20:35:26Z,2024-03-06T00:00:00Z,2024-03-07T07:31:44Z,16761.9
Financials,will-bitcoin-hit-70k-today,will-bitcoin-hit-70k-today,0xe09bf01f1655582c4b4e2d6188b1e5c0dfdfae4a2e5ee0291922bef6f73a0323,Will Bitcoin hit $70k today?,No,closed,2024-03-05T16:18:59Z,2024-03-05T00:00:00Z,2024-03-06T07:08:39Z,31513.2
Financials,bitcoin-all-time-high-by-march-5,bitcoin-all-time-high-by-march-5,0xcd8515afa947af212e160cf9377498c56c09aaea290c152bddc4e7198a44f045,Bitcoin all time high by March 5?,Yes,closed,2024-03-05T02:29:49Z,2024-03-05T00:00:00Z,2024-03-05T17:16:07Z,10771
Financials,wif-listed-on-coinbase-or-binance-in-march,wif-listed-on-coinbase-or-binance-in-march,0xf6052cd4a3e3a4c0bfb16d15638a58a65e6876917a8168376bafe86d0c694811,$WIF listed on Coinbase or Binance in March?,Yes,closed,2024-03-04T20:37:37Z,2024-03-31T00:00:00Z,2024-03-05T16:18:32Z,15110.2
Financials,wif-all-time-high-by-friday,wif-all-time-high-by-friday,0x38489e9435974a7bd4b8cb74e5f6e3cd1e88fa365cf5eaa3fb981ce80536f3de,$WIF all time high by Friday?,Yes,closed,2024-03-04T18:43:18Z,2024-03-08T00:00:00Z,2024-03-05T21:17:49Z,5085
Financials,bitcoin-hpos10i-all-time-high-by-friday,bitcoin-hpos10i-all-time-high-by-friday,0x3de617aeee4ed5cc9ee93e646980e05ecc7bbf05cc6a7c8b848b81b090710f39,$BITCOIN (HPOS10i) all time high by Friday?,No,closed,2024-03-04T18:28:52Z,2024-03-08T00:00:00Z,2024-03-09T07:15:19Z,7127.23
Financials,shib-all-time-high-by-friday,shib-all-time-high-by-friday,0x763e66da46b87b702e0a9899dacc813c79167efc688b884360da295c90865205,SHIB all time high by Friday?,No,closed,2024-03-04T17:51:08Z,2024-03-08T00:00:00Z,2024-03-09T07:02:24Z,6975.59
